토지고유코드,소재지,데이터기준일
4146110900102050001,경기도 용인시 처인구 호동 205-1,2026-03-11
4150032027105590004,경기도 이천시 백사면 도지리 559-4,2026-03-11
4150032027104160001,경기도 이천시 백사면 도지리 416-1,2026-03-11
4150032027105590002,경기도 이천시 백사면 도지리 559-2,2026-03-11
4161010300200010002,경기도 광주시 송정동 산1-2,2026-03-11
4161035027106710000,경기도 광주시 남종면 수청리 671,2026-03-11
4161035027106230000,경기도 광주시 남종면 수청리 623,2026-03-11
4161035027106270000,경기도 광주시 남종면 수청리 627,2026-03-11
4161010300200010010,경기도 광주시 송정동 산1-10,2026-03-11
4161034021102710004,경기도 광주시 퇴촌면 광동리 271-4,2026-03-11
4161035026105420000,경기도 광주시 남종면 검천리 542,2026-03-11
4161035026107580000,경기도 광주시 남종면 검천리 758,2026-03-11
4161034021102740005,경기도 광주시 퇴촌면 광동리 274-5,2026-03-11
4161034021102730002,경기도 광주시 퇴촌면 광동리 273-2,2026-03-11
4161034021102740006,경기도 광주시 퇴촌면 광동리 274-6,2026-03-11
4161034021102740007,경기도 광주시 퇴촌면 광동리 274-7,2026-03-11
4161035024102520003,경기도 광주시 남종면 삼성리 252-3,2026-03-11
4161034021102730000,경기도 광주시 퇴촌면 광동리 273,2026-03-11
4161034021102720002,경기도 광주시 퇴촌면 광동리 272-2,2026-03-11
4161034021102720001,경기도 광주시 퇴촌면 광동리 272-1,2026-03-11
4161034021102730003,경기도 광주시 퇴촌면 광동리 273-3,2026-03-11
4161034021102730001,경기도 광주시 퇴촌면 광동리 273-1,2026-03-11
4161034021102730004,경기도 광주시 퇴촌면 광동리 273-4,2026-03-11
4161034021102720000,경기도 광주시 퇴촌면 광동리 272,2026-03-11
4161034021102710001,경기도 광주시 퇴촌면 광동리 271-1,2026-03-11
4161034021102720003,경기도 광주시 퇴촌면 광동리 272-3,2026-03-11
4161034021102710005,경기도 광주시 퇴촌면 광동리 271-5,2026-03-11
4161034021102740002,경기도 광주시 퇴촌면 광동리 274-2,2026-03-11
4161034021102740008,경기도 광주시 퇴촌면 광동리 274-8,2026-03-11
4161034021102740001,경기도 광주시 퇴촌면 광동리 274-1,2026-03-11
4161034021102740003,경기도 광주시 퇴촌면 광동리 274-3,2026-03-11
4161034021102740000,경기도 광주시 퇴촌면 광동리 274,2026-03-11
4161034021102740004,경기도 광주시 퇴촌면 광동리 274-4,2026-03-11
4161034027102420006,경기도 광주시 퇴촌면 도마리 242-6,2026-03-11
4161035022100980004,경기도 광주시 남종면 금사리 98-4,2026-03-11
4161035022200010033,경기도 광주시 남종면 금사리 산1-33,2026-03-11
4161035022100980005,경기도 광주시 남종면 금사리 98-5,2026-03-11
4161035022100980007,경기도 광주시 남종면 금사리 98-7,2026-03-11
4161035026200950004,경기도 광주시 남종면 검천리 산95-4,2026-03-11
4161035026105500003,경기도 광주시 남종면 검천리 550-3,2026-03-11
4161035025101040000,경기도 광주시 남종면 귀여리 104,2026-03-11
4161035026200950005,경기도 광주시 남종면 검천리 산95-5,2026-03-11
4161035025107680000,경기도 광주시 남종면 귀여리 768,2026-03-11
4161035027200740000,경기도 광주시 남종면 수청리 산74,2026-03-11
4161035027200730000,경기도 광주시 남종면 수청리 산73,2026-03-11
4161034027102240000,경기도 광주시 퇴촌면 도마리 224,2026-03-11
4161034027102230001,경기도 광주시 퇴촌면 도마리 223-1,2026-03-11
4161034028100520003,경기도 광주시 퇴촌면 무수리 52-3,2026-03-11
4161035027104900000,경기도 광주시 남종면 수청리 490,2026-03-11
4161035027104820000,경기도 광주시 남종면 수청리 482,2026-03-11
4161035026200310005,경기도 광주시 남종면 검천리 산31-5,2026-03-11
4161035027106600000,경기도 광주시 남종면 수청리 660,2026-03-11
4161035027106640000,경기도 광주시 남종면 수청리 664,2026-03-11
4161035027106610000,경기도 광주시 남종면 수청리 661,2026-03-11
4161035027106620000,경기도 광주시 남종면 수청리 662,2026-03-11
4161035027106400000,경기도 광주시 남종면 수청리 640,2026-03-11
4161035027106300000,경기도 광주시 남종면 수청리 630,2026-03-11
4161035027106290000,경기도 광주시 남종면 수청리 629,2026-03-11
4161035027106250000,경기도 광주시 남종면 수청리 625,2026-03-11
4161035027106260000,경기도 광주시 남종면 수청리 626,2026-03-11
4161035027106280000,경기도 광주시 남종면 수청리 628,2026-03-11
4161035026105210000,경기도 광주시 남종면 검천리 521,2026-03-11
4161035022200010006,경기도 광주시 남종면 금사리 산1-6,2026-03-11
4161035027106220000,경기도 광주시 남종면 수청리 622,2026-03-11
4161037022200620000,경기도 광주시 남한산성면 엄미리 산62,2026-03-11
4161035026101770000,경기도 광주시 남종면 검천리 177,2026-03-11
4161035026101740000,경기도 광주시 남종면 검천리 174,2026-03-11
4161035026200030000,경기도 광주시 남종면 검천리 산3,2026-03-11
4161035026105200000,경기도 광주시 남종면 검천리 520,2026-03-11
4161035026101700000,경기도 광주시 남종면 검천리 170,2026-03-11
4161035026105700000,경기도 광주시 남종면 검천리 570,2026-03-11
4161035026105590002,경기도 광주시 남종면 검천리 559-2,2026-03-11
4161035026105610000,경기도 광주시 남종면 검천리 561,2026-03-11
4161035026200250002,경기도 광주시 남종면 검천리 산25-2,2026-03-11
4161035026105660000,경기도 광주시 남종면 검천리 566,2026-03-11
4161035026107170002,경기도 광주시 남종면 검천리 717-2,2026-03-11
4161035026107170003,경기도 광주시 남종면 검천리 717-3,2026-03-11
4161035026200040000,경기도 광주시 남종면 검천리 산4,2026-03-11
4161035026101530000,경기도 광주시 남종면 검천리 153,2026-03-11
4161035026103380009,경기도 광주시 남종면 검천리 338-9,2026-03-11
4161035026103340001,경기도 광주시 남종면 검천리 334-1,2026-03-11
4161035026105540000,경기도 광주시 남종면 검천리 554,2026-03-11
4161035026101680000,경기도 광주시 남종면 검천리 168,2026-03-11
4161035026101710000,경기도 광주시 남종면 검천리 171,2026-03-11
4161035027201130000,경기도 광주시 남종면 수청리 산113,2026-03-11
4161035026200050000,경기도 광주시 남종면 검천리 산5,2026-03-11
4161035027201610001,경기도 광주시 남종면 수청리 산161-1,2026-03-11
4161035026200280002,경기도 광주시 남종면 검천리 산28-2,2026-03-11
4161035026200730001,경기도 광주시 남종면 검천리 산73-1,2026-03-11
4161035026105670000,경기도 광주시 남종면 검천리 567,2026-03-11
4161035026101750000,경기도 광주시 남종면 검천리 175,2026-03-11
4161035026101780000,경기도 광주시 남종면 검천리 178,2026-03-11
4161035027109360000,경기도 광주시 남종면 수청리 936,2026-03-11
4161035027107260003,경기도 광주시 남종면 수청리 726-3,2026-03-11
4161035027107400000,경기도 광주시 남종면 수청리 740,2026-03-11
4161035027109530000,경기도 광주시 남종면 수청리 953,2026-03-11
4161035027109320000,경기도 광주시 남종면 수청리 932,2026-03-11
4161035027109330000,경기도 광주시 남종면 수청리 933,2026-03-11
4161035027109340000,경기도 광주시 남종면 수청리 934,2026-03-11
4161035027109380000,경기도 광주시 남종면 수청리 938,2026-03-11
4161035027200510000,경기도 광주시 남종면 수청리 산51,2026-03-11
4161035027109370000,경기도 광주시 남종면 수청리 937,2026-03-11
4161035027200590001,경기도 광주시 남종면 수청리 산59-1,2026-03-11
4161035027109300000,경기도 광주시 남종면 수청리 930,2026-03-11
4161035027109290000,경기도 광주시 남종면 수청리 929,2026-03-11
4161035026105000002,경기도 광주시 남종면 검천리 500-2,2026-03-11
4161035026105000001,경기도 광주시 남종면 검천리 500-1,2026-03-11
4161035026104990002,경기도 광주시 남종면 검천리 499-2,2026-03-11
4161035026104970000,경기도 광주시 남종면 검천리 497,2026-03-11
4161035025105320003,경기도 광주시 남종면 귀여리 532-3,2026-03-11
4161035027200460000,경기도 광주시 남종면 수청리 산46,2026-03-11
4161035027200580000,경기도 광주시 남종면 수청리 산58,2026-03-11
4161034027200340000,경기도 광주시 퇴촌면 도마리 산34,2026-03-11
4161035027200470000,경기도 광주시 남종면 수청리 산47,2026-03-11
4161035027200560000,경기도 광주시 남종면 수청리 산56,2026-03-11
4161034027103280000,경기도 광주시 퇴촌면 도마리 328,2026-03-11
4161035026104990003,경기도 광주시 남종면 검천리 499-3,2026-03-11
4161035026104980000,경기도 광주시 남종면 검천리 498,2026-03-11
4161035026104960000,경기도 광주시 남종면 검천리 496,2026-03-11
4161035026104930000,경기도 광주시 남종면 검천리 493,2026-03-11
4161035026104920000,경기도 광주시 남종면 검천리 492,2026-03-11
4161034027100670001,경기도 광주시 퇴촌면 도마리 67-1,2026-03-11
4161034027200330000,경기도 광주시 퇴촌면 도마리 산33,2026-03-11
4161034027200320000,경기도 광주시 퇴촌면 도마리 산32,2026-03-11
4161035027109550000,경기도 광주시 남종면 수청리 955,2026-03-11
4161035027106210000,경기도 광주시 남종면 수청리 621,2026-03-11
4161035027106190000,경기도 광주시 남종면 수청리 619,2026-03-11
4161035027106540000,경기도 광주시 남종면 수청리 654,2026-03-11
4161035027106410000,경기도 광주시 남종면 수청리 641,2026-03-11
4161034028200040014,경기도 광주시 퇴촌면 무수리 산4-14,2026-03-11
4161034028100420005,경기도 광주시 퇴촌면 무수리 42-5,2026-03-11
4161034028100500003,경기도 광주시 퇴촌면 무수리 50-3,2026-03-11
4161035025105160001,경기도 광주시 남종면 귀여리 516-1,2026-03-11
4161035025105200000,경기도 광주시 남종면 귀여리 520,2026-03-11
4161035025104460003,경기도 광주시 남종면 귀여리 446-3,2026-03-11
4161035025105180000,경기도 광주시 남종면 귀여리 518,2026-03-11
4161034028100420001,경기도 광주시 퇴촌면 무수리 42-1,2026-03-11
4161034028100420003,경기도 광주시 퇴촌면 무수리 42-3,2026-03-11
4161035025105160002,경기도 광주시 남종면 귀여리 516-2,2026-03-11
4161035027110230000,경기도 광주시 남종면 수청리 1023,2026-03-11
4161035025105150000,경기도 광주시 남종면 귀여리 515,2026-03-11
4161035025105140000,경기도 광주시 남종면 귀여리 514,2026-03-11
4161035025105130000,경기도 광주시 남종면 귀여리 513,2026-03-11
4161035025105120000,경기도 광주시 남종면 귀여리 512,2026-03-11
4161035026105350001,경기도 광주시 남종면 검천리 535-1,2026-03-11
4161035025105110000,경기도 광주시 남종면 귀여리 511,2026-03-11
4161035025105040000,경기도 광주시 남종면 귀여리 504,2026-03-11
4161035026105400004,경기도 광주시 남종면 검천리 540-4,2026-03-11
4161035026105340000,경기도 광주시 남종면 검천리 534,2026-03-11
4161035026105130003,경기도 광주시 남종면 검천리 513-3,2026-03-11
4161035026105320000,경기도 광주시 남종면 검천리 532,2026-03-11
4161035026105330000,경기도 광주시 남종면 검천리 533,2026-03-11
4161035026105300001,경기도 광주시 남종면 검천리 530-1,2026-03-11
4161035026108960002,경기도 광주시 남종면 검천리 896-2,2026-03-11
4161035022101820000,경기도 광주시 남종면 금사리 182,2026-03-11
4161035025104250002,경기도 광주시 남종면 귀여리 425-2,2026-03-11
4161034029200010000,경기도 광주시 퇴촌면 원당리 산1,2026-03-11
4136025625200500015,남양주시 화도읍 금남리 산50-15,2026-03-11
4161035025104380000,경기도 광주시 남종면 귀여리 438,2026-03-11
4161034028200040012,경기도 광주시 퇴촌면 무수리 산4-12,2026-03-11
4161034028100540000,경기도 광주시 퇴촌면 무수리 54,2026-03-11
4161034028100490000,경기도 광주시 퇴촌면 무수리 49,2026-03-11
4161034027102040001,경기도 광주시 퇴촌면 도마리 204-1,2026-03-11
4161034028100390001,경기도 광주시 퇴촌면 무수리 39-1,2026-03-11
4161034028100370000,경기도 광주시 퇴촌면 무수리 37,2026-03-11
4161034030200300000,경기도 광주시 퇴촌면 정지리 산30,2026-03-11
4161034030200310000,경기도 광주시 퇴촌면 정지리 산31,2026-03-11
4161034028100350000,경기도 광주시 퇴촌면 무수리 35,2026-03-11
4161034028100640000,경기도 광주시 퇴촌면 무수리 64,2026-03-11
4161035026100580001,경기도 광주시 남종면 검천리 58-1,2026-03-11
4161034028100630000,경기도 광주시 퇴촌면 무수리 63,2026-03-11
4161034028100650000,경기도 광주시 퇴촌면 무수리 65,2026-03-11
4161034028100460000,경기도 광주시 퇴촌면 무수리 46,2026-03-11
4161034028100500002,경기도 광주시 퇴촌면 무수리 50-2,2026-03-11
4161035025105190000,경기도 광주시 남종면 귀여리 519,2026-03-11
4161035026105270001,경기도 광주시 남종면 검천리 527-1,2026-03-11
4161035026105110003,경기도 광주시 남종면 검천리 511-3,2026-03-11
4161035026105110002,경기도 광주시 남종면 검천리 511-2,2026-03-11
4161035026105110004,경기도 광주시 남종면 검천리 511-4,2026-03-11
4161035026201010000,경기도 광주시 남종면 검천리 산101,2026-03-11
4161035026105270002,경기도 광주시 남종면 검천리 527-2,2026-03-11
4161035027200720000,경기도 광주시 남종면 수청리 산72,2026-03-11
4161035026107560001,경기도 광주시 남종면 검천리 756-1,2026-03-11
4161035026107570001,경기도 광주시 남종면 검천리 757-1,2026-03-11
4161035026105550000,경기도 광주시 남종면 검천리 555,2026-03-11
4161035026107550000,경기도 광주시 남종면 검천리 755,2026-03-11
4161035026107190000,경기도 광주시 남종면 검천리 719,2026-03-11
4161035026105220000,경기도 광주시 남종면 검천리 522,2026-03-11
4161035026108950000,경기도 광주시 남종면 검천리 895,2026-03-11
4161035026108830000,경기도 광주시 남종면 검천리 883,2026-03-11
4161035026105600000,경기도 광주시 남종면 검천리 560,2026-03-11
